Vorname Original;Original haeufige Schreibweise;Anzahl 1984-2018;Rang 1984-2018;Anzahl 2018;Rang 2018
Tuncer;Tuncer;1;9418;-;-
Tuncerefe;Tuncerefe;1;9418;-;-
Tunchan;Tunchan;1;9418;-;-
Tunee;Tunee;1;9418;-;-
Tung;Tung;1;9418;-;-
Tunic;Tunic;1;9418;-;-
Tuomas;Tuomas;1;9418;-;-
Tura;Tura;1;9418;-;-
Turab;Turab;5;3825;1;1791
Turabi;Turabi;1;9418;-;-
Tural;Tural;1;9418;-;-
Turan;Turan;39;1150;2;1237
Turbold;Turbold;1;9418;-;-
Turgay;Turgay;8;2934;1;1791
Turgut;Turgut;9;2736;1;1791
Turgut-Selim;Turgut-Selim;1;9418;-;-
Turhan;Turhan;2;6465;-;-
Turk;Turk;1;9418;-;-
Türkalp;Türkalp;1;9418;-;-
Turkan;Turkan;1;9418;-;-
Türker;Türker;2;6465;-;-
Turpal;Turpal;6;3462;-;-
Turpal-Ali;Turpal-Ali;3;5161;-;-
Turpalchan;Turpalchan;1;9418;-;-
Turudu;Turudu;1;9418;-;-
Tuschar;Tuschar;1;9418;-;-
Tusem;Tusem;1;9418;-;-
Tushig;Tushig;1;9418;1;1791
Tutanch;Tutanch;1;9418;-;-
Tutkum;Tutkum;1;9418;-;-
Tuvia;Tuvia;2;6465;-;-
Tuvshinbayar;Tuvshinbayar;1;9418;1;1791
Tuvshinsaikhan;Tuvshinsaikhan;1;9418;-;-
Tuvya;Tuvya;1;9418;-;-
Tuyan;Tuyan;1;9418;-;-
Tvrtko;Tvrtko;1;9418;-;-
Twain;Twain;1;9418;-;-
Twan;Twan;1;9418;-;-
Ty;Ty;3;5161;-;-
Tyan;Tyan;1;9418;-;-
Tycho;Tycho;1;9418;-;-
Tychon;Tychon;2;6465;1;1791
Tyler;Tyler;197;425;18;295
Tyler-Alexander;Tyler-Alexander;1;9418;-;-
Tyler-Benjamin;Tyler-Benjamin;1;9418;-;-
Tyler-Christian;Tyler-Christian;1;9418;-;-
Tyler-Finn;Tyler-Finn;1;9418;-;-
Tyler-Jason;Tyler-Jason;1;9418;-;-
Tyler-Jerome;Tyler-Jerome;1;9418;-;-
Tyler-Joel;Tyler-Joel;1;9418;-;-
Tyler-Leon;Tyler-Leon;1;9418;-;-
Tyler-Noel;Tyler-Noel;2;6465;-;-
Tyler-René;Tyler-René;1;9418;-;-
Tyler-Tobechukwu;Tyler-Tobechukwu;1;9418;-;-
Tylor-Tristen;Tylor-Tristen;1;9418;-;-
Tym;Tym;1;9418;1;1791
Tymofii;Tymofii;1;9418;-;-
Tymon;Timon;15;2017;3;954
Tymophij;Tymophij;1;9418;-;-
Tymoteusz;Tymoteusz;10;2599;3;954
Tyrell;Tyrell;3;5161;1;1791
Tyrell-Constantinos;Tyrell-Constantinos;1;9418;-;-
Tyrelle;Tyrelle;1;9418;-;-
Tyrell-Jason;Tyrell-Jason;1;9418;-;-
Tyren;Tyren;1;9418;-;-
Tyres;Tyres;1;9418;-;-
Tyrese;Tyrese;9;2736;-;-
Tyron;Tyron;15;2017;1;1791
Tyrone;Tyron;12;2317;-;-
Tyrone-Oliver;Tyrone-Oliver;1;9418;-;-
Tyron-Jason;Tyron-Jason;1;9418;-;-
Tyronne;Tyronne;1;9418;-;-
Tyson;Tyson;8;2934;2;1237
Tytus;Titus;1;9418;-;-
Tyvshinbayar;Tyvshinbayar;1;9418;-;-
Uaiys;Uaiys;1;9418;1;1791
Ubada;Ubada;1;9418;-;-
Ubaid;Ubaid;4;4360;1;1791
Ubaida;Ubaida;1;9418;-;-
Ubaide;Ubaide;1;9418;1;1791
Ubald;Ubald;1;9418;-;-
Ubay;Ubay;1;9418;-;-
Ubaydullah;Ubaydullah;1;9418;-;-
Ubeid;Ubeid;1;9418;-;-
Ubejd;Ubejd;11;2451;-;-
Uber;Uber;1;9418;-;-
Ubexdullah;Ubexdullah;1;9418;-;-
Ubeyd;Ubeyd;10;2599;-;-
Ubeyde;Ubeyde;3;5161;-;-
Ubeydullah;Ubeydullah;8;2934;-;-
Übeydullah;Übeydullah;2;6465;-;-
Übeyit;Übeyit;2;6465;-;-
Uchechuku;Uchechuku;1;9418;-;-
Uchenna;Uchenna;4;4360;-;-
Uchenna-Jan;Uchenna-Jan;1;9418;-;-
Uchral;Uchral;1;9418;1;1791
Ücler;Ücler;2;6465;-;-
Üçler;Ücler;1;9418;-;-
Udai;Udai;1;9418;-;-
Uday;Uday;4;4360;1;1791
Udayveer;Udayveer;1;9418;1;1791
Uden;Uden;1;9418;-;-
Udey;Udey;1;9418;-;-
Udo;Otto;120;573;1;1791
Udochuko;Udochuko;1;9418;-;-
Udochukwu;Udochukwu;1;9418;-;-
Ufuk;Ufuk;38;1170;1;1791
Ufuk-Cem;Ufuk-Cem;1;9418;-;-
Ugljesa;Ugljesa;1;9418;-;-
Uglješa;Ugljesa;1;9418;-;-
Ugochukwu;Ugochukwu;1;9418;-;-
Ugonna;Ugonna;3;5161;-;-
Ugur;Ugur;33;1260;-;-
Uǧur;Ugur;1;9418;-;-
Uğur;Ugur;22;1591;-;-
Ugurcan;Uğurcan;1;9418;-;-
Ugur-Can;Ugur-Can;1;9418;-;-
Uğurcan;Uğurcan;4;4360;-;-
Ugur-Erdem;Ugur-Erdem;1;9418;-;-
Uǧurhan;Uǧurhan;1;9418;-;-
Uguumur;Uguumur;1;9418;-;-
Uhud;Uhud;13;2212;2;1237
Uhunoma;Uhunoma;1;9418;-;-
Uhut;Uhut;2;6465;-;-
Uils;Uils;1;9418;1;1791
Ûitani;Ûitani;1;9418;-;-
Uka;Uka;2;6465;-;-
Ukshin;Ukshin;1;9418;-;-
Ulas;Ulaş;5;3825;1;1791
Ulaş;Ulaş;9;2736;-;-
Uldin;Uldin;1;9418;-;-
Ulf;Ulf;5;3825;-;-
Ülfet;Ülfet;1;9418;-;-
Ulfried;Ulfried;9;2736;-;-
Ülger;Ülger;1;9418;-;-
Uli;Uli;5;3825;-;-
Uliks;Uliks;2;6465;1;1791
Ulind;Ulind;1;9418;-;-
Ulix;Ulix;1;9418;-;-
Ulli;Ulli;4;4360;-;-
Ullrich;Ulrich;6;3462;-;-
Ulrich;Ulrich;582;221;4;808
Ulrich-Ansgar;Ulrich-Ansgar;1;9418;-;-
Ulrich-Georg;Ulrich-Georg;1;9418;-;-
Ulrich-Simon;Ulrich-Simon;1;9418;-;-
Ulrik;Ulrik;6;3462;-;-
Uluç;Uluç;1;9418;-;-
Ulve;Ulve;1;9418;-;-
Ulvi;Ulvi;2;6465;-;-
Ulysse;Ulysse;2;6465;-;-
Ulysses;Ulysses;4;4360;-;-
Umair;Umair;5;3825;-;-
Umalat;Umalat;2;6465;-;-
Umalt;Umalt;2;6465;-;-
Umar;Ömer;84;709;7;559
Umberto;Umberto;6;3462;-;-
Umejr;Umejr;6;3462;-;-
Umer;Umer;4;4360;-;-
Umeyir;Umeyir;2;6465;1;1791
Ümeyir;Ümeyir;3;5161;-;-
Umeyr;Umeyr;15;2017;-;-
Umeyr-Lutfi;Umeyr-Lutfi;1;9418;-;-
Umi;Umi;1;9418;-;-
Umit;Umut;2;6465;-;-
Ümit;Umut;27;1415;-;-
Ümit-Can;Ümit-Can;2;6465;-;-
Umkalthoum;Umkalthoum;1;9418;-;-
Ümmet;Umut;5;3825;-;-
Ümmühan;Ümmühan;1;9418;-;-
Umran;Umran;1;9418;-;-
Umud;Umut;1;9418;-;-
Umurcan;Umurcan;1;9418;-;-
Umut;Umut;397;285;32;192
Ümüt;Umut;2;6465;-;-
Umut-Arda;Umut-Arda;1;9418;-;-
Umutcan;Umutcan;11;2451;-;-
Umut-Can;Umut-Can;1;9418;-;-
Umut-Cem;Umut-Cem;1;9418;-;-
Umut-Deniz;Umut-Deniz;1;9418;-;-
Umut-Dursun;Umut-Dursun;1;9418;-;-
Umut-Kaan;Umut-Kaan;1;9418;-;-
Umut-Taha;Umut-Taha;1;9418;-;-
Unai;Unai;1;9418;-;-
Unais;Unais;1;9418;-;-
Unal;Unal;1;9418;-;-
Ünal;Ünal;12;2317;-;-
Unejs;Unejs;6;3462;-;-
Unes;Unes;1;9418;-;-
Uness;Uness;1;9418;-;-
Üneys;Üneys;1;9418;-;-
Unico;Unico;1;9418;-;-
Unik;Unik;12;2317;3;954
Univers;Univers;1;9418;-;-
Ünsal;Ünsal;4;4360;-;-
Unubileg-Can;Unubileg-Can;1;9418;-;-
Unubold;Unubold;1;9418;-;-
Unumunkh;Unumunkh;1;9418;-;-
Unur;Unur;1;9418;-;-
Upinder;Upinder;1;9418;-;-
Upol;Upol;1;9418;-;-
Uraj;Uraj;1;9418;-;-
Ural;Ural;2;6465;-;-
Uran;Uran;5;3825;1;1791
Uras;Uras;18;1785;2;1237
Uraz;Uras;2;6465;-;-
Urban;Urban;34;1248;1;1791
Urfan;Urfan;1;9418;-;-
Uri;Uri;4;4360;-;-
Uria;Uria;2;6465;-;-
Uriah;Uriah;1;9418;-;-
Uriel;Uriel;12;2317;1;1791
Urim;Urim;8;2934;-;-
Uros;Uroš;16;1931;-;-
Uroš;Uroš;60;876;9;483
Uroş;Uroš;1;9418;-;-
Urphan;Urphan;1;9418;-;-
Urs;Urs;26;1449;1;1791
Ursin;Ursin;1;9418;-;-
Urs-Philipp;Urs-Philipp;1;9418;-;-
Usaid;Usaid;1;9418;-;-
Usama;Usama;11;2451;-;-
Usamat;Usamat;1;9418;-;-
Üsame;Üsame;3;5161;-;-
Usan;Usan;1;9418;-;-
Usar;Usar;2;6465;-;-
Üseyin;Üseyin;1;9418;-;-
Usko;Usko;1;9418;-;-
Usman;Osman;27;1415;2;1237
Üsref;Üsref;1;9418;-;-
Ussama;Ussama;1;9418;-;-
Ussman;Ussman;1;9418;-;-
Ustym-Jona;Ustym-Jona;1;9418;1;1791
Utho;Utho;1;9418;-;-
Utkan;Utkan;4;4360;-;-
Utku;Utku;74;768;2;1237
Utkuhan;Utkuhan;1;9418;-;-
Utku-Mahmut;Utku-Mahmut;1;9418;-;-
Utku-Tarik;Utku-Tarik;1;9418;-;-
Utsab;Utsab;1;9418;-;-
Utsho;Utsho;1;9418;-;-
Uvays;Uvays;1;9418;-;-
Uvejs;Uvejs;10;2599;4;808
Üveys;Üveys;9;2736;-;-
Üveys-Efe;Üveys-Efe;1;9418;-;-
Uvraj;Uvraj;1;9418;-;-
Uwais;Uwais;1;9418;-;-
Uways;Uways;1;9418;-;-
Uwe;Uwe;228;398;0;0
Uwe-Horst;Uwe-Horst;1;9418;-;-
Uwejs;Uwejs;1;9418;1;1791
Uweys;Uweys;1;9418;-;-
Uygar;Uygar;7;3148;-;-
Uyihosa;Uyihosa;1;9418;-;-
Uyioghosa;Uyioghosa;1;9418;-;-
Uyiosa;Uyiosa;4;4360;-;-
Uzair;Uzair;4;4360;1;1791
Uzay;Uzay;2;6465;1;1791
Uzeir;Uzeir;1;9418;-;-
Üzeir;Üzeir;1;9418;-;-
Uzejf;Uzejf;1;9418;-;-
Uzejr;Uzejr;1;9418;-;-
Uzejri;Uzejri;1;9418;-;-
Üzeyir;Üzeyir;8;2934;1;1791
Üzeyr;Üzeyr;1;9418;-;-
Václav;Václav;4;4360;1;1791
Vadim;Vadim;2;6465;-;-
Vadudin;Vadudin;1;9418;-;-
Vahag;Vahag;1;9418;-;-
Vahagn;Vahagn;1;9418;-;-
Vahajdin;Vahajdin;1;9418;1;1791
Vahan;Vahan;1;9418;-;-
Vahap;Vahap;2;6465;-;-
Vahdi;Vahdi;1;9418;-;-
Vahe;Vahe;2;6465;-;-
Vahid;Vahid;4;4360;-;-
Vahit;Vahit;4;4360;-;-
Vaid;Vaid;2;6465;-;-
Vaios;Vaios;1;9418;-;-
Vait;Vait;1;9418;-;-
Vajk;Vajk;1;9418;-;-
Vakkas;Vakkas;2;6465;-;-
Val;Val;1;9418;-;-
Valbin;Valbin;1;9418;-;-
Valboni;Valboni;1;9418;1;1791
Valdet;Valdet;2;6465;-;-
Valdo;Valdo;1;9418;-;-
Valdrin;Valdrin;15;2017;-;-
Valencio;Valencio;4;4360;-;-
Valencio-Sascha;Valencio-Sascha;1;9418;-;-
Valens;Valens;1;9418;-;-
Valent;Valentin;1;9418;-;-
Valentijn;Valentin;1;9418;-;-
Valentin;Valentin;5554;57;365;24
Valentín;Valentin;2;6465;-;-
Valentin-Andreas;Valentin-Andreas;1;9418;-;-
Valentin-Burkhart;Valentin-Burkhart;1;9418;-;-
Valentine;Valentine;1;9418;-;-
Valentin-Finn;Valentin-Finn;1;9418;-;-
Valentin-Florin;Valentin-Florin;1;9418;-;-
Valentin-Franz;Valentin-Franz;1;9418;-;-
Valentin-Harry;Valentin-Harry;1;9418;-;-
Valentin-Nikolaus;Valentin-Nikolaus;1;9418;-;-
Valentino;Valentin;426;272;30;203
Valentino-Angelo;Valentino-Angelo;1;9418;-;-
Valentino-Gabriele;Valentino-Gabriele;1;9418;-;-
Valentino-Juliano;Valentino-Juliano;1;9418;-;-
Valentino-Mario;Valentino-Mario;1;9418;-;-
Valentino-Samuel;Valentino-Samuel;1;9418;-;-
Valentin-Otto;Valentin-Otto;1;9418;-;-
Valentin-Raphael;Valentin-Raphael;1;9418;1;1791
Valentin-Richard;Valentin-Richard;1;9418;1;1791
Valentin-Stefan;Valentin-Stefan;1;9418;-;-
Valentin-Steven;Valentin-Steven;1;9418;-;-
Valentin-Tristan;Valentin-Tristan;1;9418;-;-
Valentio;Valentio;1;9418;-;-
Valention;Valention;1;9418;-;-
Valentyn;Valentyn;1;9418;-;-
Valeri;Valeri;1;9418;-;-
Valerian;Valerian;199;423;24;244
Valérian;Valerian;1;9418;-;-
Valeriano;Valerian;1;9418;-;-
Valerian-Vincent;Valerian-Vincent;1;9418;-;-
Valerijan;Valerian;1;9418;-;-
Valerio;Valerio;72;780;3;954
Valerio-Damiano;Valerio-Damiano;1;9418;-;-
Valerius;Valerio;3;5161;-;-
Valero;Valerio;1;9418;-;-
Valery;Valerio;1;9418;-;-
Vali;Vali;1;9418;-;-
Valid;Valid;2;6465;1;1791
Vallentin;Valentin;1;9418;-;-
Valmir;Valmir;13;2212;-;-
Valon;Valon;17;1846;-;-
Valorian;Valorian;1;9418;-;-
Valters;Valters;1;9418;-;-
Valtin;Valtin;3;5161;-;-
Valton;Valton;23;1551;-;-
Valtrim;Valtrim;2;6465;-;-
Valtrin;Valtrin;1;9418;-;-
Van;Van;8;2934;-;-
Vance;Vance;1;9418;-;-
Vancet;Vancet;1;9418;-;-
Vanes;Vanes;3;5161;-;-
Vangelis;Vangelis;1;9418;-;-
Vanja;Vanja;24;1513;-;-
Van-Jay;Van-Jay;1;9418;-;-
Van-Kenny;Van-Kenny;1;9418;-;-
Van-Lyon;Van-Lyon;1;9418;-;-
Van-Meng;Van-Meng;1;9418;-;-
Vanness;Vanness;1;9418;-;-
Vanni;Vanni;1;9418;-;-
Vannick;Vannick;1;9418;-;-
Vanos;Vanos;1;9418;-;-
Vansh;Vansh;8;2934;1;1791
Vanylson;Vanylson;1;9418;-;-
Varan;Varan;1;9418;-;-
Vardan;Vardan;2;6465;-;-
Varinder;Varinder;1;9418;-;-
Varinton;Varinton;1;9418;-;-
Vartan;Vartan;1;9418;-;-
Vasco;Vasco;1;9418;-;-
Vasea;Vasea;1;9418;-;-
Vasil;Vasil;15;2017;2;1237
Vasile;Vasile;12;2317;2;1237
Vasile-David;Vasile-David;1;9418;-;-
Vasileios;Vasileios;1;9418;1;1791
Vasile-Mario;Vasile-Mario;1;9418;-;-
Vasile-Robert;Vasile-Robert;1;9418;1;1791
Vasile-Stefan;Vasile-Stefan;1;9418;-;-
Vasili;Vasili;1;9418;-;-
Vasilije;Vasilije;96;652;11;425
Vasilios;Vasilije;3;5161;-;-
Vasilis;Vasilis;1;9418;-;-
Vasiliy;Vasiliy;1;9418;-;-
Vasilj;Vasilj;1;9418;-;-
Vasily;Vasily;1;9418;-;-
Vasken;Vasken;1;9418;-;-
Vaso;Vaso;1;9418;1;1791
Vassil;Vassil;2;6465;1;1791
Vassili;Vassili;1;9418;-;-
Vassilios;Vasilije;2;6465;-;-
Vasu;Vasu;2;6465;-;-
Vatan;Vatan;7;3148;1;1791
Vatanay;Vatanay;1;9418;-;-
Vaughn;Vaughn;1;9418;-;-
Vaxhid;Vaxhid;1;9418;-;-
Vaxhit;Vaxhit;1;9418;-;-
Vaya;Vaya;1;9418;-;-
Vaydin;Vaydin;1;9418;-;-
Vebi;Vebi;2;6465;-;-
Vedad;Vedad;89;683;0;0
Vedant;Vedant;1;9418;1;1791
Vedanth;Vedanth;1;9418;-;-
Vedat;Vedad;9;2736;-;-
Vedat-Sami;Vedat-Sami;1;9418;-;-
Vedran;Vedran;4;4360;-;-
Vedzija;Vedzija;1;9418;-;-
Veer;Veer;1;9418;-;-
Veerbal;Veerbal;1;9418;-;-
Veevan;Veevan;1;9418;-;-
Vefa;Vefa;1;9418;-;-
Vegim;Vegim;1;9418;-;-
Vegïm;Vegim;1;9418;-;-
Vehab;Vehab;1;9418;-;-
Vehbi;Vehbi;4;4360;2;1237
Vehid;Vehid;1;9418;-;-
Veis;Veis;1;9418;-;-
Veit;Vitus;90;678;8;515
Veith;Vitus;9;2736;1;1791
Veldin;Veldin;4;4360;-;-
Veli;Veli;31;1303;1;1791
Velia;Velia;1;9418;-;-
Velibor;Velibor;3;5161;-;-
Velid;Velid;6;3462;-;-
Veli-Eren;Veli-Eren;1;9418;-;-
Velihan;Velihan;4;4360;-;-
Velimir;Velimir;2;6465;-;-
Velin;Velin;1;9418;-;-
Velizar;Velizar;3;5161;-;-
Veljko;Veljko;58;897;4;808
Velko;Velko;2;6465;-;-
Velson;Velson;1;9418;-;-
Vencel;Vencel;2;6465;1;1791
Vendel;Vendel;2;6465;1;1791
Vendelin;Vendelin;3;5161;-;-
Venelin;Venelin;1;9418;-;-
Venhar;Venhar;2;6465;-;-
Venil;Venil;1;9418;-;-
Venio;Venio;2;6465;-;-
Venis;Venis;3;5161;-;-
Venit;Venit;2;6465;-;-
Ventus;Ventus;1;9418;1;1791
Venzel;Wenzel;1;9418;-;-
Veprim;Veprim;1;9418;1;1791
Verlerian;Verlerian;1;9418;-;-
Vernes;Vernes;2;6465;-;-
Vernon;Vernon;2;6465;-;-
Veron;Veron;5;3825;1;1791
Verroç;Verroç;1;9418;1;1791
Vesel;Vesel;1;9418;-;-
Veselin;Veselin;2;6465;-;-
Veselko;Veselko;1;9418;-;-
Vesi;Vesi;1;9418;-;-
Vesko;Vesko;1;9418;-;-
Vetim;Vetim;3;5161;-;-
Veton;Veton;3;5161;-;-
Vevdzad;Vevdzad;1;9418;-;-
Veyis;Veyis;4;4360;-;-
Veyis-Emin;Veyis-Emin;1;9418;-;-
Veysel;Veysel;25;1479;-;-
Veysel-Kaan;Veysel-Kaan;1;9418;-;-
Vezaip;Vezaip;1;9418;-;-
Vian;Vian;1;9418;1;1791
Vibin;Vibin;1;9418;-;-
Vicco;Vicco;3;5161;-;-
Vicențiu;Vicentiu;1;9418;-;-
Vicente;Vicente;4;4360;-;-
Vicentiu;Vicentiu;1;9418;-;-
Vicenzo;Vicenzo;3;5161;-;-
Vician;Vician;1;9418;-;-
Vicktor;Vicktor;2;6465;1;1791
Vico;Vico;6;3462;-;-
Victhor;Victhor;1;9418;-;-
Victor;Viktor;501;244;37;169
Víctor;Viktor;2;6465;1;1791
Victor-Alexandros;Victor-Alexandros;1;9418;-;-
Victor-Daniel;Victor-Daniel;1;9418;1;1791
Victor-Emanuel;Victor-Emanuel;9;2736;-;-
Victor-Ezio;Victor-Ezio;1;9418;-;-
Victor-Fouad;Victor-Fouad;1;9418;-;-
Victorios;Victorios;1;9418;-;-
Victor-Leon;Victor-Leon;1;9418;-;-
Victor-Octavian;Victor-Octavian;1;9418;1;1791
Victory;Victory;4;4360;-;-
Vid;Vitus;5;3825;1;1791
Vidak;Vidak;2;6465;1;1791
Vidan;Vidan;1;9418;-;-
Vidor;Vidor;1;9418;-;-
Vien;Vien;1;9418;-;-
Viero;Viero;1;9418;-;-
Viet;Viet;4;4360;-;-
Vigan;Vigan;4;4360;1;1791
Viggo;Viggo;16;1931;2;1237
Vigo;Vigo;3;5161;-;-
Vihaan;Vihaan;2;6465;-;-
Vihan;Vihan;1;9418;-;-
Vijay;Vijay;3;5161;-;-
Vijender;Vijender;1;9418;-;-
Vijo;Vijo;1;9418;-;-
Viki;Viki;1;9418;-;-
Vikram;Vikram;2;6465;-;-
Vikramjit;Vikramjit;1;9418;-;-
Vikrant;Vikrant;1;9418;-;-
Vikthor;Vikthor;1;9418;-;-
Viktor;Viktor;1342;131;107;80
Viktore;Viktore;1;9418;-;-
Viktor-Emanuel;Viktor-Emanuel;2;6465;-;-
Viktor-Emmanuel;Viktor-Emmanuel;1;9418;-;-
Viktor-Felix;Viktor-Felix;1;9418;-;-
Viktor-Gregor;Viktor-Gregor;1;9418;1;1791
Viktor-Jakob;Viktor-Jakob;1;9418;-;-
Viktor-Leander;Viktor-Leander;1;9418;-;-
Viktor-Miró;Viktor-Miró;1;9418;-;-
Viktor-Tiago;Viktor-Tiago;1;9418;-;-
Vildan;Vildan;2;6465;-;-
Vilem;Wilhelm;1;9418;-;-
Vilém;Wilhelm;1;9418;-;-
Vilems;Vilems;1;9418;-;-
Viliam;Wilhelm;8;2934;2;1237
Vilim;Vilim;1;9418;-;-
Vilius;Vilius;1;9418;-;-
Ville;Ville;1;9418;-;-
Vilmos;Vilmos;5;3825;1;1791
Vimukthi;Vimukthi;1;9418;-;-
Vin;Vin;1;9418;-;-
Vinay;Vinay;2;6465;-;-
Vince;Vince;21;1643;2;1237
Vincenc;Vincenc;4;4360;-;-
Vincenc-Gabriel;Vincenc-Gabriel;1;9418;-;-
Vincens;Vincens;2;6465;-;-
Vincent;Vincent;2107;104;240;42
Vincent-Alexander;Vincent-Alexander;1;9418;-;-
Vincentas;Vincentas;1;9418;-;-
Vincent-Bernardo;Vincent-Bernardo;1;9418;-;-
Vincente;Vincente;1;9418;-;-
Vincent-Felix;Vincent-Felix;1;9418;-;-
Vincent-Frederic;Vincent-Frederic;1;9418;-;-
Vincenth;Vincent;5;3825;-;-
Vincent-Juliano;Vincent-Juliano;1;9418;-;-
Vincent-Karl;Vincent-Karl;1;9418;-;-
Vincent-Leon;Vincent-Leon;1;9418;-;-
Vincent-Levente;Vincent-Levente;1;9418;-;-
Vincent-Liam;Vincent-Liam;1;9418;-;-
Vincent-Luca;Vincent-Luca;1;9418;-;-
Vincent-Luis;Vincent-Luis;1;9418;-;-
Vincent-Maximilian;Vincent-Maximilian;1;9418;-;-
Vincent-Noel;Vincent-Noel;1;9418;-;-
Vincent-Pablo;Vincent-Pablo;1;9418;-;-
Vincent-Pascal;Vincent-Pascal;1;9418;-;-
Vincent-Philipp;Vincent-Philipp;1;9418;-;-
Vincent-Raul;Vincent-Raul;1;9418;-;-
Vincent-Reinhold;Vincent-Reinhold;1;9418;-;-
Vincent-Tayler;Vincent-Tayler;1;9418;-;-
Vincent-Valentin;Vincent-Valentin;1;9418;-;-
Vincenz;Vincent;92;673;7;559
Vincenzo;Vincent;29;1361;2;1237
Vincenzo-Roberto;Vincenzo-Roberto;1;9418;-;-
Vineet;Vineet;3;5161;-;-
Vineeth;Vineeth;1;9418;-;-
Vinh;Vinh;3;5161;-;-
Vinicio;Vinicio;1;9418;-;-
Vinicius;Vinicius;3;5161;-;-
Vinicius-Orlando;Vinicius-Orlando;1;9418;-;-
Vinko;Vinko;9;2736;-;-
Vinson;Vinson;1;9418;-;-
Vinwar;Vinwar;1;9418;1;1791
Vinz;Vinz;2;6465;-;-
Vinzent;Vincent;322;327;31;199
Vinzenth;Vinzenth;1;9418;-;-
Vinzent-Vitus;Vinzent-Vitus;1;9418;-;-
Vinzenz;Vincent;470;252;21;271
Vinzenz-Frederic;Vinzenz-Frederic;1;9418;-;-
Vinzenz-Luis;Vinzenz-Luis;1;9418;-;-
Vioncent;Vioncent;1;9418;-;-
Viorel;Viorel;3;5161;-;-
Viraaj;Viraaj;2;6465;-;-
Viraj;Viraj;5;3825;-;-
Virgil;Virgil;20;1690;1;1791
Virgilius;Virgil;1;9418;-;-
Virgil-Ross;Virgil-Ross;1;9418;-;-
Viriato;Viriato;1;9418;-;-
Viro;Viro;1;9418;-;-
Visar;Visar;10;2599;1;1791
Vishaal;Vishal;1;9418;-;-
Vishal;Vishal;5;3825;-;-
Vishan;Vishan;1;9418;-;-
Vishay;Vishay;1;9418;-;-
Vishnu;Vishnu;1;9418;-;-
Vishwa;Vishwa;1;9418;-;-
Viswamitra;Viswamitra;1;9418;-;-
Vitali;Vitali;8;2934;-;-
Vitali-Bogdan;Vitali-Bogdan;1;9418;1;1791
Vitalie;Vitalie;1;9418;-;-
Vitalij;Vitalij;1;9418;-;-
Vitalis;Vitalis;1;9418;-;-
Vitaliy;Vitaliy;3;5161;-;-
Vitas;Vitas;1;9418;-;-
Vítek;Vítek;1;9418;1;1791
Vito;Vitus;180;449;31;199
Vito-Elias;Vito-Elias;1;9418;-;-
Vito-Mateja;Vito-Mateja;1;9418;-;-
Vito-Paolo;Vito-Paolo;1;9418;-;-
Vitor;Vitor;2;6465;2;1237
Vitorio;Vitorio;1;9418;-;-
Vittoriano;Vittoriano;1;9418;-;-
Vittorio;Viktor;18;1785;2;1237
Vitus;Vitus;280;355;25;233
Vitus-Frederik;Vitus-Frederik;1;9418;-;-
Vitus-Paulus;Vitus-Paulus;1;9418;-;-
Vitus-Sándor;Vitus-Sándor;1;9418;-;-
Vivaan;Vivaan;3;5161;1;1791
Vivek;Vivek;4;4360;-;-
Vivian;Vivian;33;1260;-;-
Vivian-Morris;Vivian-Morris;1;9418;-;-
Viyaan;Viyaan;1;9418;-;-
Vlad;Vlad;24;1513;5;711
Vlada;Vlada;5;3825;-;-
Vladan;Vladan;17;1846;1;1791
Vlad-Andrei;Vlad-Andrei;1;9418;1;1791
Vlad-Constantin;Vlad-Constantin;1;9418;-;-
Vlad-Elias;Vlad-Elias;1;9418;-;-
Vladeta;Vladeta;1;9418;1;1791
Vlad-Florin;Vlad-Florin;1;9418;-;-
Vlad-Gabriel;Vlad-Gabriel;2;6465;1;1791
Vladica;Vladica;1;9418;-;-
Vladimir;Vladimir;65;835;9;483
Vladimír;Vladimir;2;6465;-;-
Vlad-Ioan;Vlad-Ioan;1;9418;-;-
Vladislav;Laszlo;4;4360;2;1237
Vlado;Vlado;6;3462;-;-
Vlad-Teodor;Vlad-Teodor;1;9418;-;-
Vladuslav;Vladuslav;1;9418;-;-
Vlaicu-Ion;Vlaicu-Ion;1;9418;-;-
Vlastimir;Vlastimir;1;9418;-;-
Vleron;Vleron;5;3825;1;1791
Vlerson;Vlerson;1;9418;-;-
Vlorentin;Vlorentin;1;9418;-;-
Vlorjan;Vlorjan;1;9418;-;-
Voislav;Voislav;3;5161;-;-
Voja;Voja;1;9418;-;-
Vojdan;Vojdan;2;6465;-;-
Vojin;Vojin;7;3148;1;1791
Vojislav;Vojislav;4;4360;-;-
Vojkan;Vojkan;4;4360;-;-
Vojo;Vojo;1;9418;-;-
Vojtech;Vojtech;2;6465;1;1791
Vojtěch;Vojtech;2;6465;-;-
Vokan;Vokan;1;9418;-;-
Volgan;Volgan;1;9418;-;-
Volge;Volge;1;9418;-;-
Volkan;Volkan;84;709;1;1791
Volkart;Volkart;1;9418;-;-
Volker;Volker;82;723;0;0
Volker-Karl;Volker-Karl;1;9418;-;-
Volker-Rainer;Volker-Rainer;1;9418;-;-
Volkhard;Volkhard;2;6465;-;-
Volkher;Volkher;1;9418;-;-
Volkmar;Volkmar;9;2736;-;-
Volkwin;Volkwin;2;6465;1;1791
Volodia;Volodia;1;9418;-;-
