Vorname Original;Original haeufige Schreibweise;Anzahl 1984-2018;Rang 1984-2018;Anzahl 2018;Rang 2018
Jasmin-Stefanie;Jasmin-Stefanie;1;10439;-;-
Jasmin-Vanessa;Jasmin-Vanessa;2;7246;-;-
Jasmin-Viktoria;Jasmin-Viktoria;1;10439;-;-
Jasmin-Yvonne;Jasmin-Yvonne;1;10439;-;-
Jasmin-Zoe;Jasmin-Zoe;1;10439;-;-
Jasmira;Jasmira;1;10439;-;-
Jasmit;Jasmit;2;7246;-;-
Jasna;Jasna;13;2568;1;1923
Jasnay;Jasnay;1;10439;-;-
Jasneet;Jasneet;3;5829;-;-
Jasnoor;Jasnoor;4;4969;1;1923
Jaspreet;Jaspreet;7;3644;-;-
Jasprina;Jasprina;1;10439;-;-
Jasreet;Jasreet;1;10439;-;-
Jassi;Jassi;1;10439;-;-
Jassika;Jassika;1;10439;-;-
Jastine;Jastine;1;10439;-;-
Jate;Jate;1;10439;-;-
Java;Java;2;7246;-;-
Javeria;Javeria;1;10439;-;-
Javiera;Javiera;3;5829;-;-
Javina;Javina;1;10439;1;1923
Jawa;Jawa;2;7246;-;-
Jawaher;Jawaher;1;10439;-;-
Jawariya;Jawariya;1;10439;-;-
Jaweria;Jaweria;1;10439;-;-
Jay;Jay;2;7246;-;-
Jaya;Jaya;3;5829;-;-
Jayannah;Jayannah;1;10439;1;1923
Jayanna-Keiko;Jayanna-Keiko;1;10439;-;-
Jayanta;Jayanta;1;10439;-;-
Jayde;Yade;1;10439;-;-
Jayden-Damon;Jayden-Damon;1;10439;-;-
Jayenne;Jayenne;1;10439;-;-
Jay-Jay;Jay-Jay;1;10439;-;-
Jayleen;Jayleen;2;7246;-;-
Jaylie;Jaylie;1;10439;-;-
Jaylin;Jaylin;2;7246;1;1923
Jaylyn;Jaylyn;1;10439;1;1923
Jaymee;Jaymee;1;10439;-;-
Jayna;Jayna;1;10439;-;-
Jayne;Jayne;3;5829;-;-
Jayzel;Jayzel;1;10439;-;-
Jazeth;Jazeth;1;10439;-;-
Jazia;Jazia;1;10439;1;1923
Jazlyn;Jazlyn;2;7246;-;-
Jazlynn;Jazlynn;1;10439;-;-
Jazmin;Jázmin;8;3378;-;-
Jázmin;Jázmin;20;1987;2;1339
Jazmina;Jazmina;1;10439;1;1923
Jazzlyn-Ashlee;Jazzlyn-Ashlee;1;10439;-;-
Jazz-Wyne;Jazz-Wyne;1;10439;-;-
Jean;Johanna;2;7246;-;-
Jean-Carla;Jean-Carla;1;10439;-;-
Jeane;Johanna;1;10439;-;-
Jeanett;Jeanett;3;5829;-;-
Jeanette;Jeanette;197;506;0;0
Jeanette-Madeleine;Jeanette-Madeleine;1;10439;-;-
Jeanie;Jeanie;1;10439;-;-
Jeanie-Mae;Jeanie-Mae;1;10439;-;-
Jeanina;Jeanina;2;7246;-;-
Jeanine;Janine;153;593;0;0
Jeanine-Michell;Jeanine-Michell;1;10439;-;-
Jeaninne;Janine;8;3378;-;-
Jeaninne-Bianca;Jeaninne-Bianca;1;10439;-;-
Jean-Michelle;Jean-Michelle;1;10439;-;-
Jeanna;Johanna;1;10439;-;-
Jeanna-Laureen;Jeanna-Laureen;1;10439;-;-
Jeanne;Johanna;13;2568;-;-
Jeanne-Lane;Jeanne-Lane;1;10439;-;-
Jeannelyn;Jeannelyn;1;10439;-;-
Jeannet;Jeannet;1;10439;-;-
Jeannette;Jeanette;74;905;-;-
Jeannette-Judith;Jeannette-Judith;1;10439;-;-
Jeannie;Jeannie;10;2981;-;-
Jeannin;Jeannin;2;7246;-;-
Jeannine;Janine;561;279;0;0
Jeannine-Antonella;Jeannine-Antonella;1;10439;-;-
Jeannine-Beatrice;Jeannine-Beatrice;2;7246;-;-
Jeannine-Denise;Jeannine-Denise;1;10439;-;-
Jeannine-Isabelle;Jeannine-Isabelle;1;10439;-;-
Jeannine-Jasmine;Jeannine-Jasmine;1;10439;-;-
Jeannine-Marie;Janine-Marie;1;10439;-;-
Jeannine-Michelle;Jeannine-Michelle;1;10439;-;-
Jeannine-Simone;Jeannine-Simone;1;10439;-;-
Jeannine-Tatjana;Jeannine-Tatjana;1;10439;-;-
Jeannine-Therese;Jeannine-Therese;1;10439;-;-
Jeanny;Jeannie;7;3644;-;-
Jeany;Jeannie;1;10439;-;-
Jedida;Jedida;3;5829;-;-
Jedidja;Jedidja;1;10439;-;-
Jeena;Jeena;1;10439;-;-
Jeevan;Jeevan;1;10439;-;-
Jeffy;Jeffy;1;10439;-;-
Jefimija;Jefimija;3;5829;-;-
Jegane;Jegane;2;7246;-;-
Jehan;Jehan;2;7246;-;-
Jehane;Johanna;1;10439;-;-
Jehona;Jehona;11;2831;-;-
Jehudit;Jehudit;1;10439;-;-
Jeiran;Jeiran;1;10439;-;-
Jekaterina;Jekaterina;6;3964;-;-
Jela;Jela;4;4969;-;-
Jêla;Jela;1;10439;-;-
Jelainy;Jelainy;1;10439;1;1923
Jele;Jele;1;10439;-;-
Jelena;Elena;281;406;5;755
Jelena-Lena;Jelena-Lena;1;10439;-;-
Jelena-Sophie;Jelena-Sophie;1;10439;-;-
Jelica;Jelica;4;4969;-;-
Jelida;Jelida;1;10439;-;-
Jelina;Jelina;4;4969;-;-
Jelis;Jelis;1;10439;1;1923
Jelja;Jelja;2;7246;-;-
Jelka;Jelka;3;5829;-;-
Jella;Jella;5;4385;1;1923
Jellina;Jellina;1;10439;-;-
Jelou;Jelou;1;10439;-;-
Jelscha;Jelscha;1;10439;-;-
Jelsy;Jelsy;1;10439;-;-
Jemeeka;Jemeeka;1;10439;-;-
Jemie;Jemie;1;10439;-;-
Jemila;Jemila;1;10439;-;-
Jemima;Jemima;25;1756;2;1339
Jemima-Aiko;Jemima-Aiko;1;10439;-;-
Jemima-Dinah;Jemima-Dinah;1;10439;-;-
Jemimah;Jemimah;5;4385;-;-
Jemina;Jemina;8;3378;1;1923
Jemma;Jemma;2;7246;-;-
Jemy-Lee;Jemy-Lee;1;10439;-;-
Jen;Jen;1;10439;-;-
Jena;Jena;12;2676;-;-
Jenara;Jenara;1;10439;-;-
Jency;Jency;1;10439;-;-
Jeneba;Jeneba;1;10439;-;-
Jenefer;Jennifer;1;10439;-;-
Jenelle;Jenelle;1;10439;-;-
Jenera;Jenera;1;10439;-;-
Jenet;Jenet;1;10439;-;-
Jeneta;Jeneta;4;4969;-;-
Jenevieve;Jenevieve;1;10439;-;-
Jenia;Jenia;1;10439;-;-
Jenifer;Jennifer;65;981;-;-
Jenifer-Maria;Jenifer-Maria;1;10439;-;-
Jeniffer;Jennifer;37;1393;-;-
Jenin;Jenin;3;5829;-;-
Jenina;Jenina;2;7246;-;-
Jenissa;Jenissa;1;10439;-;-
Jenna;Jenny;39;1344;1;1923
Jenna-Kristin;Jenna-Kristin;1;10439;-;-
Jennalyn;Jennalyn;1;10439;-;-
Jennefer;Jennifer;11;2831;-;-
Jennelie;Jennelie;1;10439;-;-
Jennet;Janet;6;3964;1;1923
Jenni;Jenny;5;4385;-;-
Jennica;Jennica;2;7246;-;-
Jennie;Jenny;3;5829;-;-
Jennielyn;Jennielyn;1;10439;-;-
Jennifer;Jennifer;7653;48;12;414
Jennifer-Alexandra;Jennifer-Alexandra;2;7246;-;-
Jennifer-Alicia;Jennifer-Alicia;1;10439;-;-
Jennifer-Amely;Jennifer-Amely;1;10439;1;1923
Jennifer-Angelina;Jennifer-Angelina;1;10439;-;-
Jennifer-Carlotta;Jennifer-Carlotta;1;10439;-;-
Jennifer-Carmen;Jennifer-Carmen;2;7246;-;-
Jennifer-Cathrine;Jennifer-Cathrine;1;10439;-;-
Jennifer-Chantal;Jennifer-Chantal;1;10439;-;-
Jennifer-Christin;Jennifer-Christin;1;10439;-;-
Jennifer-Claudique;Jennifer-Claudique;1;10439;-;-
Jennifer-Corinna;Jennifer-Corinna;1;10439;-;-
Jennifer-Denise;Jennifer-Denise;1;10439;-;-
Jennifer-Gabriela;Jennifer-Gabriela;1;10439;-;-
Jennifer-Gina;Jennifer-Gina;1;10439;-;-
Jennifer-Jacqueline;Jennifer-Jacqueline;1;10439;-;-
Jennifer-Janine;Jennifer-Janine;1;10439;-;-
Jennifer-Jannete;Jennifer-Jannete;1;10439;-;-
Jennifer-Katharina;Jennifer-Katharina;1;10439;-;-
Jennifer-Mae;Jennifer-Mae;1;10439;-;-
Jennifer-Magdalena;Jennifer-Magdalena;1;10439;-;-
Jennifer-Manuela;Jennifer-Manuela;1;10439;-;-
Jennifer-Marcella;Jennifer-Marcella;1;10439;-;-
Jennifer-Maria;Jennifer-Maria;4;4969;1;1923
Jennifer-Marie;Jennifer-Marie;4;4969;-;-
Jennifer-Mariecla;Jennifer-Mariecla;1;10439;-;-
Jennifer-Maureen;Jennifer-Maureen;1;10439;-;-
Jennifer-Megan;Jennifer-Megan;1;10439;-;-
Jennifer-Michaela;Jennifer-Michaela;1;10439;-;-
Jennifer-Michelle;Jennifer-Michelle;1;10439;-;-
Jennifer-Nadine;Jennifer-Nadine;1;10439;-;-
Jennifer-Nicole;Jennifer-Nicole;3;5829;-;-
Jennifer-Nikita;Jennifer-Nikita;1;10439;-;-
Jennifer-Nina;Jennifer-Nina;1;10439;-;-
Jennifer-Petra;Jennifer-Petra;1;10439;-;-
Jennifer-Raphaela;Jennifer-Raphaela;2;7246;-;-
Jennifer-Rose;Jennifer-Rose;1;10439;-;-
Jennifer-Sabrina;Jennifer-Sabrina;1;10439;-;-
Jennifer-Sandra;Jennifer-Sandra;2;7246;-;-
Jennifer-Sarah;Jennifer-Sarah;1;10439;-;-
Jennifer-Silvia;Jennifer-Silvia;1;10439;-;-
Jennifer-Victoria;Jennifer-Victoria;1;10439;-;-
Jennifer-Yvonne;Jennifer-Yvonne;1;10439;-;-
Jenniffer;Jennifer;6;3964;-;-
Jennika;Jennica;1;10439;-;-
Jennina;Jennina;1;10439;-;-
Jennipher;Jennifer;1;10439;-;-
Jennise;Jennise;1;10439;-;-
Jennmeiry;Jennmeiry;1;10439;-;-
Jenny;Jenny;467;304;2;1339
Jenny-Belinda;Jenny-Belinda;1;10439;-;-
Jenny-Cheyenne;Jenny-Cheyenne;1;10439;-;-
Jennyfer;Jennifer;22;1870;-;-
Jenny-Krista;Jenny-Krista;1;10439;-;-
Jenny-Lee;Jenny-Lee;2;7246;-;-
Jenny-Loraine;Jenny-Loraine;1;10439;-;-
Jenny-Maria;Jenny-Maria;1;10439;-;-
Jennypher;Jennypher;1;10439;-;-
Jenny-Seline;Jenny-Seline;1;10439;-;-
Jenny-Sophie;Jenny-Sophie;2;7246;-;-
Jenny-Sumo;Jenny-Sumo;1;10439;-;-
Jenny-Victoria;Jenny-Victoria;1;10439;-;-
Jenufa-Simcha;Jenufa-Simcha;1;10439;-;-
Jera;Jera;1;10439;-;-
Jeraldin;Jeraldin;1;10439;-;-
Jeremine;Jeremine;1;10439;-;-
Jerina;Jerina;4;4969;1;1923
Jerney;Jerney;1;10439;-;-
Jeroj;Jeroj;1;10439;-;-
Jeronima;Jeronima;1;10439;-;-
Jerra;Jerra;1;10439;-;-
Jersey;Jersey;3;5829;-;-
Jeruscha;Jeruscha;2;7246;-;-
Jerusha;Jeruscha;1;10439;-;-
Jesabel;Jezabel;1;10439;-;-
Jesara;Jesara;2;7246;-;-
Jesbell;Jesbell;1;10439;-;-
Jesceline;Jesceline;1;10439;-;-
Jesefina;Jesefina;1;10439;-;-
Jesica;Jessica;12;2676;-;-
Jésica;Jessica;1;10439;-;-
Jesika;Jessica;3;5829;-;-
Jesleen;Jesleen;1;10439;-;-
Jeslyn;Jeslyn;1;10439;-;-
Jesra;Jesra;2;7246;1;1923
Jess;Jess;1;10439;-;-
Jessabel;Jessabel;1;10439;-;-
Jessabelle;Jessabelle;1;10439;1;1923
Jessalee;Jessalee;1;10439;-;-
Jesse;Jesse;1;10439;-;-
Jessi;Jessy;2;7246;1;1923
Jessica;Jessica;4307;80;32;190
Jessica-Aileen;Jessica-Aileen;1;10439;-;-
Jessica-Alice;Jessica-Alice;1;10439;-;-
Jessica-Amelia;Jessica-Amelia;1;10439;-;-
Jessica-Andrea;Jessica-Andrea;1;10439;-;-
Jessica-Annabell;Jessica-Annabell;1;10439;-;-
Jessica-Ayleen;Jessica-Ayleen;1;10439;-;-
Jessica-Bernadette;Jessica-Bernadette;1;10439;-;-
Jessica-Christina;Jessica-Christina;1;10439;-;-
Jessica-Claudia;Jessica-Claudia;1;10439;-;-
Jessica-Elena;Jessica-Elena;1;10439;-;-
Jessica-Elisabeth;Jessica-Elisabeth;1;10439;-;-
Jessica-Gerda;Jessica-Gerda;1;10439;-;-
Jessica-Gertraud;Jessica-Gertraud;1;10439;-;-
Jessica-Ines;Jessica-Ines;1;10439;-;-
Jessica-Ioana;Jessica-Ioana;1;10439;-;-
Jessica-Jeanette;Jessica-Jeanette;1;10439;-;-
Jessica-Jennifer;Jessica-Jennifer;1;10439;-;-
Jessica-Joy;Jessica-Joy;1;10439;-;-
Jessica-Joyce;Jessica-Joyce;1;10439;-;-
Jessica-Julia;Jessica-Julia;2;7246;-;-
Jessica-Klaudia;Jessica-Klaudia;1;10439;-;-
Jessica-Lane;Jessica-Lane;1;10439;-;-
Jessica-Laura;Jessica-Laura;1;10439;-;-
Jessica-Madeleine;Jessica-Madeleine;1;10439;-;-
Jessica-May;Jessica-May;1;10439;-;-
Jessica-Melanie;Jessica-Melanie;1;10439;-;-
Jessica-Melinda;Jessica-Melinda;1;10439;-;-
Jessica-Mia;Jessica-Mia;1;10439;-;-
Jessica-Monique;Jessica-Monique;1;10439;-;-
Jessica-Nadine;Jessica-Nadine;1;10439;-;-
Jessica-Nicole;Jessica-Nicole;1;10439;-;-
Jessica-Samantha;Jessica-Samantha;1;10439;-;-
Jessica-Sandra;Jessica-Sandra;1;10439;-;-
Jessica-Shari;Jessica-Shari;1;10439;-;-
Jessica-Stefanie;Jessica-Stefanie;1;10439;-;-
Jessie;Jessy;14;2464;-;-
Jessika;Jessica;57;1071;3;1029
Jesslyn-Muriel;Jesslyn-Muriel;1;10439;-;-
Jessy;Jessy;22;1870;-;-
Jessyca;Jessica;3;5829;-;-
Jessye;Jessye;1;10439;-;-
Jessyka;Jessyka;2;7246;-;-
Jessy-May;Jessy-May;1;10439;-;-
Jestine;Jestine;1;10439;-;-
Jesuloba;Jesuloba;1;10439;1;1923
Jesusa;Jesusa;1;10439;-;-
Jesusita;Jesusita;1;10439;-;-
Jeta;Jeta;9;3164;-;-
Jetesa;Jetesa;1;10439;-;-
Jetiya;Jetiya;1;10439;-;-
Jetlira;Jetlira;1;10439;-;-
Jetmira;Jetmira;2;7246;-;-
Jetmire;Jetmire;2;7246;-;-
Jetnisa;Jetnisa;1;10439;-;-
Jette;Jette;6;3964;-;-
Jette-Josefine;Jette-Josefine;1;10439;-;-
Jeva;Jeva;3;5829;1;1923
Jewa;Jewa;1;10439;-;-
Jewel;Jewel;4;4969;1;1923
Jey-Jey;Jey-Jey;1;10439;1;1923
Jeyna;Jeyna;1;10439;1;1923
Jezabel;Jezabel;3;5829;-;-
Jeza-Belle;Jeza-Belle;1;10439;-;-
Jezin;Jezin;1;10439;-;-
Jhanvi;Jhanvi;1;10439;-;-
Jia;Jia;24;1791;1;1923
Jiaan;Jiaan;1;10439;-;-
Jiahui;Jiahui;2;7246;-;-
Jiajia;Jiajia;1;10439;-;-
Jian;Jian;3;5829;1;1923
Jiana;Jiana;1;10439;-;-
Jia-Na;Jia-Na;1;10439;-;-
Jiangrong;Jiangrong;1;10439;-;-
Jianhui;Jianhui;1;10439;-;-
Jianing;Jianing;2;7246;-;-
Jianyao;Jianyao;1;10439;-;-
Jiaqi;Jiaqi;2;7246;-;-
Jiatong;Jiatong;1;10439;-;-
Jiawei;Jiawei;1;10439;-;-
Jiawen;Jiawen;1;10439;-;-
Jiaxi;Jiaxi;1;10439;-;-
Jiaxin;Jiaxin;2;7246;-;-
Jiaxiu;Jiaxiu;1;10439;-;-
Jiayi;Jiayi;3;5829;-;-
Jiaying;Jiaying;2;7246;-;-
Jiayu;Jiayu;1;10439;-;-
Jie;Jie;1;10439;-;-
Jien;Jien;1;10439;1;1923
Jigyasa;Jigyasa;1;10439;-;-
Jihan;Jihan;4;4969;-;-
Jil;Jil;28;1641;-;-
Jilan;Jilan;1;10439;-;-
Jilienne;Jilienne;1;10439;-;-
Jil-Janet;Jil-Janet;1;10439;-;-
Jill;Jil;23;1828;-;-
Jillian;Jillian;6;3964;-;-
Jillianne;Jillianne;1;10439;-;-
Jill-Julia;Jill-Julia;1;10439;-;-
Jill-Lia;Jill-Lia;1;10439;-;-
Jill-Marie;Jill-Marie;1;10439;-;-
Jil-Marie;Jil-Marie;1;10439;-;-
Jil-Sofie;Jil-Sofie;1;10439;-;-
Jil-Sydney;Jil-Sydney;1;10439;-;-
Jimena;Simone;6;3964;-;-
Jin;Jin;12;2676;1;1923
Jina;Jina;4;4969;-;-
Jina-Ida;Jina-Ida;1;10439;-;-
Jinan;Jinan;2;7246;-;-
Jînarî;Jînarî;1;10439;-;-
Jinaz;Jinaz;1;10439;-;-
Jinchen;Jinchen;1;10439;-;-
Jinda;Jinda;3;5829;1;1923
Jinen;Jinen;1;10439;-;-
Jin-Fang;Jin-Fang;1;10439;-;-
Jing;Jing;3;5829;-;-
Jing-Jin;Jing-Jin;1;10439;-;-
Jing-Louise;Jing-Louise;1;10439;-;-
Jingxi;Jingxi;1;10439;-;-
Jinia;Jinia;1;10439;-;-
Jin-Jin;Jin-Jin;1;10439;-;-
Jinny;Jinny;2;7246;-;-
Jintong;Jintong;1;10439;-;-
Jinyu;Jinyu;1;10439;-;-
Jireh;Jireh;1;10439;-;-
Jirehsha;Jirehsha;1;10439;-;-
Jirina;Jirina;2;7246;-;-
Jisa;Jisa;1;10439;-;-
Jiska;Jiska;1;10439;1;1923
Jissele;Jissele;1;10439;-;-
Jithuni;Jithuni;1;10439;-;-
Jiya;Jiya;2;7246;1;1923
Jiyan;Jiyan;3;5829;-;-
Jizel;Jizel;1;10439;-;-
Jman;Jman;1;10439;-;-
Jo;Jo;3;5829;-;-
Joalina;Joalina;1;10439;-;-
Joan;Johanna;21;1920;-;-
Joana;Johanna;271;418;3;1029
Jöana;Jöana;1;10439;1;1923
Joana-Elena;Joana-Elena;1;10439;-;-
Joana-Jessica;Joana-Jessica;1;10439;-;-
Joana-Luise;Joana-Luise;1;10439;-;-
Joana-Magdalena;Joana-Magdalena;1;10439;-;-
Joana-Maria;Joana-Maria;1;10439;-;-
Joana-Marie;Joana-Marie;1;10439;-;-
Joana-Saskia;Joana-Saskia;1;10439;-;-
Joana-Sophie;Joana-Sophie;1;10439;-;-
Joan-Dahl;Joan-Dahl;1;10439;-;-
Joane;Johanna;5;4385;-;-
Joaninha;Joaninha;1;10439;-;-
Joan-Mae;Joan-Mae;1;10439;-;-
Joan-Michelle;Joan-Michelle;1;10439;-;-
Joann;Johanna;2;7246;-;-
Jo-Ann;Jo-Ann;4;4969;-;-
Joanna;Johanna;187;517;3;1029
Jo-Anna;Jo-Anna;1;10439;-;-
Joanna-Chiara;Joanna-Chiara;1;10439;-;-
Joanna-Marie;Joanna-Marie;1;10439;-;-
Joanna-Monique;Joanna-Monique;1;10439;-;-
Joanne;Johanna;20;1987;-;-
Jo-Anne;Jo-Anne;1;10439;-;-
Joanne-Camile;Joanne-Camile;1;10439;-;-
Joanne-Marie;Joanne-Marie;1;10439;-;-
Jo-Antoinette;Jo-Antoinette;1;10439;-;-
Jocelin;Jocelin;1;10439;-;-
Joceline;Jocelyn;4;4969;-;-
Jocelyn;Jocelyn;18;2116;-;-
Jocelyne;Jocelyn;5;4385;-;-
Jocelyn-Jamina;Jocelyn-Jamina;1;10439;-;-
Jochebed;Jochebed;1;10439;-;-
Jochebet;Jochebet;1;10439;-;-
Jocheved;Jocheved;1;10439;1;1923
Jochewed;Jochewed;1;10439;-;-
Jociely;Jociely;1;10439;-;-
Jocy;Jocy;2;7246;-;-
Jodelle;Jodelle;1;10439;-;-
Jodi;Jutta;1;10439;-;-
Jodie;Jutta;5;4385;-;-
Jodi-Kasai;Jodi-Kasai;1;10439;1;1923
Jódis;Jódis;1;10439;-;-
Jody;Jutta;5;4385;-;-
Joe-Ann;Joe-Ann;1;10439;-;-
Joe-Anne;Joe-Anne;2;7246;-;-
Joel;Joelle;2;7246;-;-
Joela;Joelle;14;2464;1;1923
Joelee;Joelee;1;10439;-;-
Joeleen;Joeleen;2;7246;-;-
Joelie;Joelie;2;7246;1;1923
Joelin;Joelin;1;10439;-;-
Joelina;Joelina;23;1828;-;-
Joelina-Saphira;Joelina-Saphira;1;10439;-;-
Joeline;Joeline;7;3644;-;-
Joella;Joelle;1;10439;-;-
Joelle;Joelle;74;905;-;-
Joëlle;Joelle;4;4969;-;-
Joelle-Carmen;Joelle-Carmen;1;10439;-;-
Joelle-Catrin;Joelle-Catrin;1;10439;-;-
Joelle-Maleen;Joelle-Maleen;1;10439;-;-
Joely;Joely;1;10439;-;-
Joelyn;Joelyn;1;10439;-;-
Joelyne;Joelyne;1;10439;1;1923
Joena;Joena;3;5829;-;-
Joesephine;Joesephine;1;10439;-;-
Joe-Sophy;Joe-Sophy;1;10439;-;-
Joey;Joey;2;7246;-;-
Johana;Johana;5;4385;-;-
Johanka;Johanka;1;10439;-;-
Johanna;Johanna;12972;15;578;9
Johanna-Andrea;Johanna-Andrea;1;10439;-;-
Johanna-Anita;Johanna-Anita;1;10439;-;-
Johanna-Antonia;Johanna-Antonia;1;10439;1;1923
Johanna-Aurelia;Johanna-Aurelia;1;10439;-;-
Johanna-Barbara;Johanna-Barbara;1;10439;-;-
Johanna-Christin;Johanna-Christin;1;10439;-;-
Johanna-Christina;Johanna-Christina;1;10439;-;-
Johanna-Christine;Johanna-Christine;2;7246;-;-
Johanna-Elisabeth;Johanna-Elisabeth;1;10439;-;-
Johanna-Emily;Johanna-Emily;1;10439;-;-
Johannah;Johannah;3;5829;-;-
Jo-Hannah;Jo-Hannah;1;10439;-;-
Johanna-Ina;Johanna-Ina;1;10439;-;-
Johanna-Ivana;Johanna-Ivana;1;10439;-;-
Johanna-Janine;Johanna-Janine;1;10439;-;-
Johanna-Katharina;Johanna-Katharina;4;4969;-;-
Johanna-Laura;Johanna-Laura;1;10439;-;-
Johanna-Lea;Johanna-Lea;1;10439;-;-
Johanna-Liza;Johanna-Liza;1;10439;-;-
Johanna-Luisa;Johanna-Luisa;1;10439;-;-
Johanna-Malina;Johanna-Malina;1;10439;-;-
Johanna-Maria;Johanna-Maria;20;1987;1;1923
Johanna-Marie;Johanna-Marie;7;3644;-;-
Johanna-Masume;Johanna-Masume;1;10439;-;-
Johanna-May;Johanna-May;1;10439;1;1923
Johanna-Mia;Johanna-Mia;1;10439;-;-
Johanna-Michelle;Johanna-Michelle;1;10439;-;-
Johanna-Paula;Johanna-Paula;1;10439;-;-
Johanna-Rena;Johanna-Rena;1;10439;-;-
Johanna-Rosa;Johanna-Rosa;1;10439;-;-
Johanna-Sarah;Johanna-Sarah;1;10439;-;-
Johanna-Sieglinde;Johanna-Sieglinde;1;10439;-;-
Johanna-Silva;Johanna-Silva;1;10439;-;-
Johanna-Sofie;Johanna-Sofie;1;10439;-;-
Johanna-Sophia;Johanna-Sophia;1;10439;-;-
Johanna-Sophie;Johanna-Sophie;10;2981;-;-
Johannatheodora;Johannatheodora;1;10439;-;-
Johanna-Vinka;Johanna-Vinka;1;10439;-;-
Johannay;Johannay;1;10439;-;-
Johanne;Johanna;1;10439;-;-
Johannna;Johanna;3;5829;-;-
Johannna-Petra;Johannna-Petra;1;10439;-;-
Johna-Mae;Johna-Mae;1;10439;-;-
Johnita;Johnita;1;10439;-;-
Johny-Belinda;Johny-Belinda;1;10439;-;-
Johsa;Johsa;1;10439;-;-
Joice;Joyce;1;10439;-;-
Joie;Joy;2;7246;-;-
Jokebed;Jokebed;1;10439;1;1923
Jola;Jola;10;2981;-;-
Jolan;Jolan;1;10439;-;-
Jolana;Jolana;2;7246;-;-
Jolanda;Jolanda;127;671;3;1029
Jolande;Jolanda;1;10439;-;-
Jolanta;Jolanda;4;4969;-;-
Jolanthe;Jolanda;3;5829;1;1923
Joleen;Joleen;127;671;6;665
Joleena;Joleena;1;10439;-;-
Joleena-Jana;Joleena-Jana;1;10439;-;-
Joleen-Isabell;Joleen-Isabell;1;10439;-;-
Joleen-Jessica;Joleen-Jessica;1;10439;-;-
Joleen-Maria;Joleen-Maria;1;10439;-;-
Joleen-Marie;Joleen-Marie;1;10439;-;-
Joleen-Senada;Joleen-Senada;1;10439;-;-
Joleen-Sola;Joleen-Sola;1;10439;-;-
Joleen-Sophie;Joleen-Sophie;2;7246;-;-
Jolena;Jolena;2;7246;-;-
Jolene;Joleen;27;1676;2;1339
Jolene-Daria;Jolene-Daria;1;10439;-;-
Jolene-Sophie;Jolene-Sophie;1;10439;-;-
Jolene-Summer;Jolene-Summer;1;10439;1;1923
Jolie;Jolie;26;1711;3;1029
Jolien;Jolien;19;2046;6;665
Joliena-Rose;Joliena-Rose;1;10439;-;-
Jolièn-Giselle;Jolièn-Giselle;1;10439;-;-
Jolien-Leony;Jolien-Leony;1;10439;-;-
Jolien-Summer;Jolien-Summer;1;10439;-;-
Jolie-Sophie;Jolie-Sophie;1;10439;-;-
Jolie-Tiffany;Jolie-Tiffany;1;10439;-;-
Jolin;Joleen;8;3378;1;1923
Jolina;Joleen;118;701;3;1029
Jolina-Amelie;Jolina-Amelie;1;10439;-;-
Jolina-Fenella;Jolina-Fenella;1;10439;-;-
Jolina-Isabella;Jolina-Isabella;1;10439;-;-
Jolina-Joyce;Jolina-Joyce;1;10439;-;-
Jolina-Nadin;Jolina-Nadin;1;10439;-;-
Jolina-Sophie;Jolina-Sophie;1;10439;-;-
Jolina-Therès;Jolina-Therès;1;10439;-;-
Joline;Joleen;55;1096;7;599
Jollina;Jollina;1;10439;-;-
Jolyn;Jolyn;1;10439;-;-
Jolyne;Jolyne;1;10439;1;1923
Jomah;Jomah;1;10439;-;-
Jomana;Jomana;5;4385;-;-
Jo-Marie;Jo-Marie;1;10439;-;-
Jomna;Jomna;1;10439;-;-
Jona;Jona;97;779;4;885
Jóna;Jona;2;7246;-;-
Jona-Christine;Jona-Christine;1;10439;-;-
Jonah;Jonah;2;7246;1;1923
Jonalene;Jonalene;1;10439;-;-
Jona-Leonie;Jona-Leonie;1;10439;-;-
Jona-Maria;Jona-Maria;1;10439;-;-
Jona-Sophie;Jona-Sophie;1;10439;-;-
Jonathaey;Jonathaey;1;10439;-;-
Jonee;Jonee;1;10439;-;-
Jonela;Jonela;4;4969;1;1923
Jonesa;Jonesa;1;10439;-;-
Joni;Joni;2;7246;1;1923
Jonida;Jonida;11;2831;1;1923
Jonier;Jonier;2;7246;-;-
Jonila;Jonila;3;5829;-;-
Jonina;Jonina;1;10439;-;-
Jonisa;Jonisa;1;10439;-;-
Jonkvrouw;Jonkvrouw;1;10439;-;-
Jonna;Jonna;21;1920;1;1923
Jools;Jools;1;10439;-;-
Joori;Joori;1;10439;-;-
Jophia;Jophia;1;10439;-;-
Jora;Jora;15;2352;3;1029
Jordan;Jordan;8;3378;-;-
Jordana;Jordana;8;3378;-;-
Jorden;Jorden;1;10439;-;-
Jordis;Jordis;8;3378;-;-
Jördis;Jördis;8;3378;-;-
Jordis-Lana;Jordis-Lana;1;10439;-;-
Jördis-Marie;Jördis-Marie;1;10439;-;-
Jorena;Jorena;1;10439;-;-
Jori;Jori;1;10439;-;-
Jorid;Jorid;2;7246;1;1923
Jorid-Alexandra;Jorid-Alexandra;1;10439;-;-
Jorie;Jorie;1;10439;-;-
Jorien;Jorien;1;10439;-;-
Jorika;Jorika;1;10439;-;-
